OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00327000, GWYNEDD MERCY UNIVERSITY                                               , PA ,194370901,Private-Nonprofit," 1,149 "," 1,153 "," $4,663,274.00 "," 1,209 "," $2,321,162.00 "
00327200, HARCUM COLLEGE                                                         , PA ,190103476,Private-Nonprofit, 830 , 831 ," $3,019,760.00 ", 868 ," $1,588,570.00 "
00327300, HARRISBURG AREA COMMUNITY COLLEGE                                      , PA ,171102999,Public," 8,973 "," 9,047 "," $29,677,647.00 "," 17,878 "," $15,810,565.00 "
00327400, HAVERFORD COLLEGE                                                      , PA ,190411392,Private-Nonprofit, 148 , 152 ," $513,843.00 ", 151 ," $258,248.00 "
00327500, HOLY FAMILY UNIVERSITY                                                 , PA ,191142094,Private-Nonprofit," 1,195 "," 1,201 "," $4,906,874.00 "," 1,201 "," $2,647,731.00 "
00327600, IMMACULATA UNIVERSITY                                                  , PA ,193450647,Private-Nonprofit," 1,071 "," 1,086 "," $4,639,116.00 "," 1,085 "," $2,231,568.00 "
00327700, INDIANA UNIVERSITY OF PENNSYLVANIA - MAIN CAMPUS                       , PA ,157051097,Public," 7,548 "," 7,704 "," $31,013,945.00 "," 7,721 "," $16,202,332.00 "
00327900, JUNIATA COLLEGE                                                        , PA ,166522196,Private-Nonprofit, 814 , 814 ," $3,621,585.00 ", 814 ," $1,853,925.00 "
00328000, KEYSTONE COLLEGE                                                       , PA ,184400200,Private-Nonprofit," 1,121 "," 1,144 "," $4,410,486.00 "," 1,143 "," $2,325,927.00 "
00328200, KINGS COLLEGE                                                          , PA ,187110801,Private-Nonprofit," 1,346 "," 1,350 "," $5,513,314.00 "," 1,352 "," $3,012,276.00 "
00328300, LACKAWANNA COLLEGE                                                     , PA ,185099961,Private-Nonprofit," 1,032 "," 1,034 "," $3,827,841.00 "," 1,061 "," $1,983,285.00 "
00328400, LAFAYETTE COLLEGE                                                      , PA ,180421768,Private-Nonprofit, 723 , 730 ," $2,974,304.00 ", 730 ," $1,507,906.00 "
00328500, LANCASTER BIBLE COLLEGE                                                , PA ,176015036,Private-Nonprofit, 725 , 728 ," $2,877,297.00 ", 726 ," $1,546,226.00 "
00328600, LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST          , PA ,176032897,Private-Nonprofit, -   , -   , $-   , -   , $-   
00328700, LA SALLE UNIVERSITY                                                    , PA ,191411199,Private-Nonprofit," 2,483 "," 2,531 "," $10,653,679.00 "," 2,528 "," $5,530,609.00 "
00328800, LEBANON VALLEY COLLEGE                                                 , PA ,170031400,Private-Nonprofit," 1,069 "," 1,081 "," $4,533,872.00 "," 1,082 "," $2,411,066.00 "
00328900, LEHIGH UNIVERSITY                                                      , PA ,180151588,Private-Nonprofit," 1,821 "," 1,826 "," $7,927,670.00 "," 1,824 "," $4,014,076.00 "
00329000, LINCOLN UNIVERSITY                                                     , PA ,193520999,Public," 1,294 "," 1,294 "," $5,331,636.00 "," 1,316 "," $2,779,437.00 "
00329100, LUTHERAN THEOLOGICAL SEMINARY - GETTYSBURG                             , PA ,173251795,Private-Nonprofit, -   , -   , $-   , -   , $-   
00329200, LUTHERAN THEOLOGICAL SEMINARY - PHILADELPHIA                           , PA ,191191794,Private-Nonprofit, -   , -   , $-   , -   , $-   
00329300, LYCOMING COLLEGE                                                       , PA ,177015192,Private-Nonprofit, 821 , 821 ," $3,676,249.00 ", 822 ," $1,870,331.00 "
00329400, MANOR COLLEGE                                                          , PA ,190463399,Private-Nonprofit, 577 , 577 ," $1,987,966.00 ", 580 ," $1,117,233.00 "
00329600, MARYWOOD UNIVERSITY                                                    , PA ,185091598,Private-Nonprofit," 1,281 "," 1,282 "," $5,465,045.00 "," 1,280 "," $2,846,075.00 "
00329700, MERCYHURST UNIVERSITY                                                  , PA ,165460001,Private-Nonprofit," 2,377 "," 2,377 "," $9,220,067.00 "," 2,405 "," $4,866,102.00 "
00329800, MESSIAH COLLEGE                                                        , PA ,170550000,Private-Nonprofit," 1,460 "," 1,461 "," $6,474,133.00 "," 1,468 "," $3,276,802.00 "
00330000, MOORE COLLEGE OF ART & DESIGN                                          , PA ,191031190,Private-Nonprofit, 312 , 312 ," $1,388,859.00 ", 312 ," $717,829.00 "
00330100, MORAVIAN COLLEGE                                                       , PA ,180186650,Private-Nonprofit," 1,033 "," 1,044 "," $4,667,290.00 "," 1,044 "," $2,363,038.00 "
00330200, MOUNT ALOYSIUS COLLEGE                                                 , PA ,166301999,Private-Nonprofit," 1,168 "," 1,178 "," $4,427,881.00 "," 1,178 "," $2,382,518.00 "
00330300, CARLOW UNIVERSITY                                                      , PA ,152133165,Private-Nonprofit," 1,061 "," 1,071 "," $4,603,824.00 "," 1,069 "," $2,461,007.00 "
00330400, MUHLENBERG COLLEGE                                                     , PA ,181045586,Private-Nonprofit, 739 , 739 ," $3,126,458.00 ", 738 ," $1,586,058.00 "
00330600, VALLEY FORGE CHRISTIAN COLLEGE                                         , PA ,194602399,Private-Nonprofit, 558 , 565 ," $2,290,340.00 ", 564 ," $1,177,842.00 "
00330900, PEIRCE COLLEGE                                                         , PA ,191024699,Private-Nonprofit, 839 , 839 ," $3,110,428.00 "," 1,483 "," $1,509,561.00 "
00331100, SALUS UNIVERSITY                                                       , PA ,190271598,Private-Nonprofit, -   , -   , $-   , -   , $-   
00331300, WIDENER UNIVERSITY                                                     , PA ,190135792,Private-Nonprofit," 1,786 "," 1,789 "," $7,211,239.00 "," 1,788 "," $3,805,299.00 "
00331500, BLOOMSBURG UNIVERSITY OF PENNSYLVANIA                                  , PA ,178151301,Public," 4,517 "," 4,567 "," $18,692,704.00 "," 4,580 "," $9,962,566.00 "
00331600, CALIFORNIA UNIVERSITY OF PENNSYLVANIA                                  , PA ,154191394,Public," 3,585 "," 3,658 "," $14,819,409.00 "," 3,690 "," $7,731,297.00 "
00331700, CHEYNEY UNIVERSITY OF PENNSYLVANIA                                     , PA ,193190200,Public, 845 , 845 ," $3,476,955.00 ", 898 ," $1,796,027.00 "
00331800, CLARION UNIVERSITY OF PENNSYLVANIA                                     , PA ,162141232,Public," 3,118 "," 3,158 "," $13,071,941.00 "," 3,149 "," $6,750,402.00 "
00332000, EAST STROUDSBURG UNIVERSITY                                            , PA ,183012999,Public," 3,152 "," 3,211 "," $13,737,229.00 "," 3,211 "," $6,994,409.00 "
00332100, EDINBORO UNIVERSITY OF PENNSYLVANIA                                    , PA ,164440001,Public," 3,863 "," 3,914 "," $15,410,917.00 "," 3,914 "," $8,162,373.00 "
00332200, KUTZTOWN UNIVERSITY OF PENNSYLVANIA                                    , PA ,195309339,Public," 5,158 "," 5,229 "," $21,061,064.00 "," 5,229 "," $11,167,903.00 "
00332300, LOCK HAVEN UNIVERSITY OF PENNSYLVANIA                                  , PA ,177452439,Public," 3,097 "," 3,097 "," $12,737,353.00 "," 3,121 "," $6,552,412.00 "
00332400, MANSFIELD UNIVERSITY                                                   , PA ,169331123,Public," 1,795 "," 1,796 "," $7,258,948.00 "," 1,796 "," $3,830,003.00 "
00332500, MILLERSVILLE UNIVERSITY                                                , PA ,175511800,Public," 3,991 "," 4,153 "," $15,820,366.00 "," 4,152 "," $8,538,914.00 "
00332600, SHIPPENSBURG UNIVERSITY                                                , PA ,172572299,Public," 3,650 "," 3,759 "," $14,839,099.00 "," 3,758 "," $7,693,163.00 "
00332700, SLIPPERY ROCK UNIVERSITY                                               , PA ,160571326,Public," 4,361 "," 4,377 "," $18,030,864.00 "," 4,406 "," $9,469,712.00 "
00332800, WEST CHESTER UNIVERSITY OF PENNSYLVANIA                                , PA ,193830001,Public," 6,765 "," 6,885 "," $28,459,690.00 "," 6,855 "," $14,791,283.00 "
00332900, PENNSYLVANIA STATE UNIVERSITY (THE)                                    , PA ,168021503,Public," 36,155 "," 36,155 "," $153,331,695.00 "," 35,869 "," $79,300,331.00 "
00335000, UNIVERSITY OF THE ARTS (THE)                                           , PA ,191029493,Private-Nonprofit," 1,218 "," 1,218 "," $5,026,327.00 "," 1,219 "," $2,719,513.00 "
00335100, CAIRN UNIVERSITY                                                       , PA ,190472942,Private-Nonprofit, 533 , 541 ," $2,355,516.00 ", 586 ," $1,235,288.00 "
00335200, PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE                           , PA ,191311694,Private-Nonprofit, -   , -   , $-   , -   , $-   
00335300, UNIVERSITY OF THE SCIENCES IN PHILADELPHIA                             , PA ,191044495,Private-Nonprofit," 1,082 "," 1,090 "," $4,944,461.00 "," 1,091 "," $2,510,721.00 "
00335400, PHILADELPHIA UNIVERSITY                                                , PA ,191445497,Private-Nonprofit," 1,762 "," 1,762 "," $7,258,578.00 "," 1,951 "," $3,937,436.00 "
00335600, PITTSBURGH THEOLOGICAL SEMINARY                                        , PA ,152062596,Private-Nonprofit, -   , -   , $-   , -   , $-   
00335700, POINT PARK UNIVERSITY                                                  , PA ,152221912,Private-Nonprofit," 1,970 "," 1,976 "," $7,919,179.00 "," 1,976 "," $4,378,650.00 "
00335800, REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY                             , PA ,152082594,Private-Nonprofit, -   , -   , $-   , -   , $-   
00335900, ROBERT MORRIS UNIVERSITY                                               , PA ,151081189,Private-Nonprofit," 2,541 "," 2,542 "," $11,153,705.00 "," 2,545 "," $5,759,394.00 "
00336000, ROSEMONT COLLEGE - ROSEMONT COLLEGE                                    , PA ,190101699,Private-Nonprofit, 339 , 340 ," $1,438,623.00 ", 340 ," $761,372.00 "
00336200, SETON HILL UNIVERSITY                                                  , PA ,156011599,Private-Nonprofit," 1,013 "," 1,021 "," $4,133,617.00 "," 1,021 "," $2,250,060.00 "
00336400, SAINT CHARLES BORROMEO SEMINARY                                        , PA ,190963016,Private-Nonprofit, 11 , 11 ," $40,750.00 ", 11 ," $22,500.00 "
00336600, SAINT FRANCIS UNIVERSITY                                               , PA ,159400600,Private-Nonprofit," 1,007 "," 1,009 "," $4,095,889.00 "," 1,008 "," $2,249,533.00 "
00336700, SAINT JOSEPH'S UNIVERSITY                                              , PA ,191311395,Private-Nonprofit," 1,889 "," 1,894 "," $7,939,885.00 "," 1,902 "," $3,906,719.00 "
00336800, SAINT VINCENT COLLEGE & SEMINARY                                       , PA ,156502690,Private-Nonprofit, 921 , 921 ," $3,850,656.00 ", 921 ," $2,009,952.00 "
00336900, SUSQUEHANNA UNIVERSITY                                                 , PA ,178701001,Private-Nonprofit," 1,232 "," 1,326 "," $5,242,916.00 "," 1,326 "," $2,729,233.00 "
00337000, SWARTHMORE COLLEGE                                                     , PA ,190811390,Private-Nonprofit, 243 , 256 ," $955,317.00 ", 255 ," $483,605.00 "
00337100, TEMPLE UNIVERSITY                                                      , PA ,191226003,Private-Nonprofit," 15,724 "," 15,763 "," $69,271,480.00 "," 15,736 "," $35,195,921.00 "
00337600, THIEL COLLEGE                                                          , PA ,161252181,Private-Nonprofit, 791 , 791 ," $3,397,095.00 ", 794 ," $1,787,847.00 "
00337800, UNIVERSITY OF PENNSYLVANIA                                             , PA ,191046216,Private-Nonprofit," 1,628 "," 1,776 "," $5,987,552.00 "," 1,792 "," $3,184,846.00 "
00337900, UNIVERSITY OF PITTSBURGH - PITTSBURGH                                  , PA ,152600001,Public," 12,234 "," 12,477 "," $52,280,680.00 "," 22,525 "," $50,115,013.00 "
00338400, UNIVERSITY OF SCRANTON                                                 , PA ,185104622,Private-Nonprofit," 2,253 "," 2,270 "," $10,012,005.00 "," 2,270 "," $5,080,629.00 "
00338500, URSINUS COLLEGE                                                        , PA ,194261000,Private-Nonprofit, 902 , 902 ," $4,042,917.00 ", 902 ," $2,070,159.00 "
00338600, VALLEY FORGE MILITARY COLLEGE                                          , PA ,190873695,Private-Nonprofit, 151 , 151 ," $546,458.00 ", 152 ," $277,786.00 "
00338800, VILLANOVA UNIVERSITY                                                   , PA ,190851699,Private-Nonprofit," 2,394 "," 2,395 "," $10,741,920.00 "," 2,396 "," $5,446,615.00 "
00338900, WASHINGTON AND JEFFERSON COLLEGE                                       , PA ,153014801,Private-Nonprofit, 842 , 846 ," $3,799,437.00 ", 846 ," $1,924,644.00 "
00339100, WAYNESBURG UNIVERSITY                                                  , PA ,153701222,Private-Nonprofit," 1,014 "," 1,030 "," $4,302,900.00 "," 1,028 "," $2,238,248.00 "
00339200, WESTMINSTER COLLEGE                                                    , PA ,161720002,Private-Nonprofit, 810 , 812 ," $3,379,503.00 ", 812 ," $1,777,834.00 "
00339300, WESTMINSTER THEOLOGICAL SEMINARY                                       , PA ,190386073,Private-Nonprofit, -   , -   , $-   , -   , $-   
00339400, WILKES UNIVERSITY                                                      , PA ,187660998,Private-Nonprofit," 1,635 "," 1,657 "," $6,823,085.00 "," 1,657 "," $3,447,155.00 "
00339500, PENNSYLVANIA COLLEGE OF TECHNOLOGY                                     , PA ,177015779,Public," 3,268 "," 3,277 "," $12,715,571.00 "," 3,291 "," $6,561,501.00 "
00339600, WILSON COLLEGE                                                         , PA ,172011285,Private-Nonprofit, 286 , 286 ," $1,185,517.00 ", 289 ," $625,520.00 "
00339900, YORK COLLEGE OF PENNSYLVANIA                                           , PA ,174057199,Private-Nonprofit," 2,557 "," 2,592 "," $10,828,375.00 "," 2,592 "," $5,560,845.00 "
00340100, BROWN UNIVERSITY                                                       , RI ,029129127,Private-Nonprofit," 1,333 "," 1,467 "," $5,136,995.00 "," 1,466 "," $2,738,609.00 "
00340200, BRYANT UNIVERSITY                                                      , RI ,029171284,Private-Nonprofit," 1,656 "," 1,663 "," $7,435,077.00 "," 1,665 "," $3,777,432.00 "
00340400, JOHNSON & WALES UNIVERSITY                                             , RI ,029033703,Private-Nonprofit," 9,792 "," 10,025 "," $39,922,180.00 "," 19,021 "," $27,486,452.00 "
00340600, PROVIDENCE COLLEGE                                                     , RI ,029180001,Private-Nonprofit," 1,848 "," 1,880 "," $8,379,798.00 "," 1,881 "," $4,180,054.00 "
00340700, RHODE ISLAND COLLEGE                                                   , RI ,029081991,Public," 3,375 "," 3,434 "," $12,808,364.00 "," 3,422 "," $6,607,589.00 "
00340800, COMMUNITY COLLEGE OF RHODE ISLAND                                      , RI ,028861807,Public," 2,598 "," 2,606 "," $7,993,740.00 "," 2,647 "," $4,023,296.00 "
00340900, RHODE ISLAND SCHOOL OF DESIGN                                          , RI ,029032784,Private-Nonprofit, 639 , 639 ," $2,930,866.00 ", 639 ," $1,479,738.00 "
00341000, ROGER WILLIAMS UNIVERSITY                                              , RI ,028092921,Private-Nonprofit," 1,791 "," 1,796 "," $7,793,728.00 "," 1,796 "," $4,026,174.00 "
00341100, SALVE REGINA COLLEGE                                                   , RI ,028404192,Private-Nonprofit," 1,184 "," 1,187 "," $5,273,864.00 "," 1,187 "," $2,668,563.00 "
00341400, UNIVERSITY OF RHODE ISLAND                                             , RI ,028810000,Public," 6,257 "," 6,318 "," $26,401,343.00 "," 6,151 "," $13,226,991.00 "
00341700, ALLEN UNIVERSITY                                                       , SC ,292041085,Private-Nonprofit, 543 , 543 ," $2,146,735.00 ", 542 ," $1,085,484.00 "
00341800, ANDERSON UNIVERSITY                                                    , SC ,296214035,Private-Nonprofit," 1,241 "," 1,244 "," $5,220,844.00 "," 1,244 "," $2,725,891.00 "
00341900, CHARLESTON SOUTHERN UNIVERSITY                                         , SC ,294062160,Private-Nonprofit," 1,758 "," 1,764 "," $7,060,161.00 "," 1,763 "," $3,760,342.00 "
00342000, BENEDICT COLLEGE                                                       , SC ,292041086,Private-Nonprofit," 2,165 "," 2,165 "," $9,118,125.00 "," 2,278 "," $4,735,166.00 "
00342100, BOB JONES UNIVERSITY                                                   , SC ,296141000,Proprietary, 923 , 927 ," $3,838,015.00 ", 939 ," $2,079,375.00 "
00342200, SOUTHERN WESLEYAN UNIVERSITY                                           , SC ,296301020,Private-Nonprofit, 655 , 662 ," $2,430,280.00 ", 664 ," $1,339,405.00 "
00342300," CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA                        ", SC ,294090002,Public," 1,073 "," 1,099 "," $4,537,388.00 "," 1,099 "," $2,339,973.00 "
00342400, CLAFLIN UNIVERSITY                                                     , SC ,291154498,Private-Nonprofit," 1,418 "," 1,418 "," $6,238,797.00 "," 1,417 "," $3,147,567.00 "
00342500, CLEMSON UNIVERSITY                                                     , SC ,296340001,Public," 5,146 "," 5,200 "," $22,252,877.00 "," 9,474 "," $21,263,933.00 "
00342600, UNIVERSITY OF SOUTH CAROLINA - SUMTER                                  , SC ,291502498,Public, 311 , 319 ," $1,136,293.00 ", 319 ," $595,396.00 "
00342700, COKER COLLEGE                                                          , SC ,295503797,Private-Nonprofit, 836 , 851 ," $2,796,715.00 "," 1,122 "," $1,844,361.00 "
00342800, COLLEGE OF CHARLESTON                                                  , SC ,294240100,Public," 3,371 "," 3,427 "," $14,529,273.00 "," 3,423 "," $7,504,158.00 "
00342900, COLUMBIA INTERNATIONAL UNIVERSITY                                      , SC ,292031599,Private-Nonprofit, 247 , 248 ," $1,015,534.00 ", 248 ," $537,432.00 "
00343000, COLUMBIA COLLEGE OF SOUTH CAROLINA                                     , SC ,292035998,Private-Nonprofit, 647 , 647 ," $2,818,738.00 ", 647 ," $1,425,324.00 "
00343100, CONVERSE COLLEGE                                                       , SC ,293021931,Private-Nonprofit, 420 , 420 ," $1,756,782.00 ", 420 ," $912,070.00 "
00343200, ERSKINE COLLEGE                                                        , SC ,296390000,Private-Nonprofit, 269 , 269 ," $1,138,054.00 ", 269 ," $574,387.00 "
00343400, FURMAN UNIVERSITY                                                      , SC ,296135253,Private-Nonprofit, 611 , 611 ," $2,604,365.00 ", 610 ," $1,309,557.00 "
00343500, LANDER UNIVERSITY                                                      , SC ,296492099,Public," 1,551 "," 1,599 "," $6,284,688.00 "," 1,599 "," $3,416,425.00 "
00343600, LIMESTONE COLLEGE                                                      , SC ,293403799,Private-Nonprofit," 2,122 "," 2,126 "," $8,504,458.00 "," 3,407 "," $4,562,032.00 "
00343700, LUTHERAN THEOLOGICAL SOUTHERN SEMINARY                                 , SC ,292035898,Private-Nonprofit, -   , -   , $-   , -   , $-   
00343800, MEDICAL UNIVERSITY OF SOUTH CAROLINA                                   , SC ,294250100,Public, 178 , 178 ," $792,893.00 ", 282 ," $581,363.00 "
00343900, MORRIS COLLEGE                                                         , SC ,291503599,Private-Nonprofit, 699 , 704 ," $2,834,266.00 ", 706 ," $1,430,602.00 "
00344000, NEWBERRY COLLEGE                                                       , SC ,291082197,Private-Nonprofit, 693 , 702 ," $3,024,708.00 ", 702 ," $1,544,905.00 "
00344100, NORTH GREENVILLE UNIVERSITY                                            , SC ,296881892,Private-Nonprofit, 807 , 822 ," $3,072,214.00 ", 823 ," $2,078,693.00 "
00344500, PRESBYTERIAN COLLEGE                                                   , SC ,293252503,Private-Nonprofit, 379 , 386 ," $1,591,239.00 ", 386 ," $819,658.00 "
00344600, SOUTH CAROLINA STATE UNIVERSITY                                        , SC ,291174427,Public," 2,086 "," 2,127 "," $8,330,987.00 "," 2,127 "," $4,394,135.00 "
00344700, SPARTANBURG METHODIST COLLEGE                                          , SC ,293015899,Private-Nonprofit, 434 , 434 ," $1,380,615.00 ", 434 ," $771,830.00 "
00344800, UNIVERSITY OF SOUTH CAROLINA - COLUMBIA                                , SC ,292083999,Public," 8,720 "," 8,880 "," $37,743,267.00 "," 8,877 "," $19,609,776.00 "
00344900, UNIVERSITY OF SOUTH CAROLINA - AIKEN                                   , SC ,298016399,Public," 1,471 "," 1,492 "," $6,104,083.00 "," 1,491 "," $3,230,953.00 "
00345000, UNIVERSITY OF SOUTH CAROLINA - BEAUFORT                                , SC ,299094602,Public, 866 , 879 ," $3,674,342.00 ", 876 ," $1,915,659.00 "
00345100, COASTAL CAROLINA UNIVERSITY                                            , SC ,295268428,Public," 4,882 "," 4,882 "," $19,855,662.00 "," 4,881 "," $10,444,549.00 "
00345300, UNIVERSITY OF SOUTH CAROLINA - LANCASTER                               , SC ,297210889,Public, 522 , 532 ," $1,984,599.00 ", 532 ," $1,012,680.00 "
00345400, UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE                            , SC ,298100617,Public, 553 , 557 ," $2,062,971.00 ", 557 ," $1,047,050.00 "
00345500, VOORHEES COLLEGE                                                       , SC ,290420000,Private-Nonprofit, 444 , 444 ," $1,733,568.00 ", 446 ," $935,694.00 "
00345600, WINTHROP UNIVERSITY                                                    , SC ,297330001,Public," 2,636 "," 2,834 "," $11,018,063.00 "," 2,848 "," $5,864,725.00 "
00345700, WOFFORD COLLEGE                                                        , SC ,293033663,Private-Nonprofit, 481 , 481 ," $2,070,187.00 ", 481 ," $1,041,562.00 "
00345800, AUGUSTANA COLLEGE                                                      , SD ,571970001,Private-Nonprofit, 743 , 754 ," $3,187,360.00 ", 754 ," $1,662,207.00 "
00345900, BLACK HILLS STATE UNIVERSITY                                           , SD ,577999502,Public," 1,777 "," 1,778 "," $6,350,496.00 "," 1,777 "," $3,516,080.00 "
00346100, DAKOTA WESLEYAN UNIVERSITY                                             , SD ,573014398,Private-Nonprofit, 466 , 471 ," $1,859,818.00 ", 471 ," $976,184.00 "
00346300, DAKOTA STATE UNIVERSITY                                                , SD ,570421799,Public," 1,058 "," 1,059 "," $3,896,163.00 "," 1,058 "," $2,093,043.00 "
00346500, MOUNT MARTY COLLEGE                                                    , SD ,570783724,Private-Nonprofit, 401 , 404 ," $1,632,995.00 ", 404 ," $856,859.00 "
00346600, NORTHERN STATE UNIVERSITY                                              , SD ,574017198,Public, 925 , 926 ," $3,050,651.00 ", 926 ," $1,662,740.00 "
00346700, PRESENTATION COLLEGE                                                   , SD ,574011299,Private-Nonprofit, 455 , 455 ," $1,857,379.00 ", 455 ," $919,293.00 "
00346900, UNIVERSITY OF SIOUX FALLS                                              , SD ,571051699,Private-Nonprofit, 615 , 617 ," $2,433,458.00 ", 617 ," $1,311,828.00 "
00347000, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY                            , SD ,577013995,Public, 928 , 928 ," $3,725,173.00 ", 929 ," $1,977,412.00 "
00347100, SOUTH DAKOTA STATE UNIVERSITY                                          , SD ,570072298,Public," 5,013 "," 5,066 "," $18,530,206.00 "," 5,066 "," $9,991,725.00 "
00347400, UNIVERSITY OF SOUTH DAKOTA                                             , SD ,570692390,Public," 3,401 "," 3,444 "," $12,553,273.00 "," 3,509 "," $6,665,035.00 "
00347700, AQUINAS COLLEGE                                                        , TN ,372052086,Private-Nonprofit, 301 , 301 ," $628,279.00 ", 302 ," $625,934.00 "
00347800, AUSTIN PEAY STATE UNIVERSITY                                           , TN ,370440002,Public," 4,690 "," 4,858 "," $18,827,181.00 "," 4,856 "," $9,820,777.00 "
00347900, BELMONT UNIVERSITY                                                     , TN ,372123757,Private-Nonprofit," 2,038 "," 2,070 "," $8,874,894.00 "," 2,064 "," $4,658,691.00 "
00348000, BETHEL UNIVERSITY                                                      , TN ,382011705,Private-Nonprofit," 3,317 "," 3,357 "," $9,626,142.00 "," 3,633 "," $7,173,234.00 "
00348100, CARSON - NEWMAN UNIVERSITY                                             , TN ,377602204,Private-Nonprofit, 887 , 890 ," $3,507,818.00 ", 892 ," $1,866,250.00 "
00348200, CHRISTIAN BROTHERS UNIVERSITY                                          , TN ,381045581,Private-Nonprofit, 621 , 624 ," $2,740,003.00 ", 624 ," $1,410,683.00 "
00348300, COLUMBIA STATE COMMUNITY COLLEGE                                       , TN ,384015653,Public, 985 ," 1,009 "," $3,236,666.00 "," 1,122 "," $1,912,326.00 "
00348400, COVENANT COLLEGE                                                       , GA ,307504164,Private-Nonprofit, 488 , 499 ," $2,104,259.00 ", 498 ," $1,084,975.00 "
00348500, CUMBERLAND UNIVERSITY                                                  , TN ,370873554,Private-Nonprofit, 685 , 697 ," $2,656,922.00 ", 880 ," $1,513,632.00 "
00348600, LIPSCOMB UNIVERSITY                                                    , TN ,372043951,Private-Nonprofit," 1,192 "," 1,204 "," $5,200,881.00 "," 1,204 "," $2,655,673.00 "
00348700, EAST TENNESSEE STATE UNIVERSITY                                        , TN ,376142857,Public," 5,119 "," 5,281 "," $21,718,448.00 "," 5,274 "," $11,290,287.00 "
00349000, FISK UNIVERSITY                                                        , TN ,372083045,Private-Nonprofit, 330 , 340 ," $1,385,544.00 ", 342 ," $701,393.00 "
00349200, FREED-HARDEMAN UNIVERSITY                                              , TN ,383402399,Private-Nonprofit, 674 , 675 ," $2,908,550.00 ", 676 ," $1,482,598.00 "
00349400, HIWASSEE COLLEGE                                                       , TN ,373544001,Private-Nonprofit, 112 , 112 ," $428,207.00 ", 112 ," $218,785.00 "
00349500, JOHNSON UNIVERSITY                                                     , TN ,379989775,Private-Nonprofit, 564 , 571 ," $2,074,800.00 ", 704 ," $1,188,737.00 "
00349600, KING COLLEGE                                                           , TN ,376202699,Private-Nonprofit," 1,064 "," 1,072 "," $4,683,623.00 "," 1,070 "," $2,436,777.00 "
00349900, LANE COLLEGE                                                           , TN ,383014598,Private-Nonprofit," 1,385 "," 1,399 "," $5,628,824.00 "," 1,410 "," $2,832,834.00 "
00350000, LEE UNIVERSITY                                                         , TN ,373114475,Private-Nonprofit," 1,944 "," 1,945 "," $7,472,106.00 "," 1,945 "," $3,941,210.00 "
00350100, LEMOYNE-OWEN COLLEGE                                                   , TN ,381266510,Private-Nonprofit, 774 , 778 ," $2,872,162.00 ", 947 ," $1,650,241.00 "
00350200, LINCOLN MEMORIAL UNIVERSITY                                            , TN ,377527920,Private-Nonprofit, 921 , 927 ," $3,637,629.00 ", 927 ," $1,922,440.00 "
00350400, MARTIN METHODIST COLLEGE                                               , TN ,384782799,Private-Nonprofit, 633 , 639 ," $2,419,707.00 ", 656 ," $1,292,778.00 "
00350500, MARYVILLE COLLEGE                                                      , TN ,378045907,Private-Nonprofit, 713 , 713 ," $3,047,616.00 ", 714 ," $1,552,349.00 "
00350600, MEHARRY MEDICAL COLLEGE                                                , TN ,372083599,Private-Nonprofit, -   , -   , $-   , -   , $-   
00350700, MEMPHIS COLLEGE OF ART                                                 , TN ,381042764,Private-Nonprofit, 258 , 258 ," $1,096,256.00 ", 259 ," $563,314.00 "
00350900, UNIVERSITY OF MEMPHIS (THE)                                            , TN ,381524611,Public," 8,923 "," 9,174 "," $36,183,322.00 "," 9,166 "," $19,716,112.00 "
00351000, MIDDLE TENNESSEE STATE UNIVERSITY                                      , TN ,371323754,Public," 9,577 "," 9,777 "," $38,748,460.00 "," 9,777 "," $20,877,618.00 "
00351100, MILLIGAN COLLEGE                                                       , TN ,376824001,Private-Nonprofit, 450 , 450 ," $1,757,531.00 ", 450 ," $963,085.00 "
00351700, SOUTHERN COLLEGE OF OPTOMETRY                                          , TN ,381042222,Private-Nonprofit, -   , -   , $-   , -   , $-   
00351800, SOUTHERN ADVENTIST UNIVERSITY                                          , TN ,373150370,Private-Nonprofit," 1,236 "," 1,242 "," $5,375,476.00 "," 1,234 "," $2,785,644.00 "
00351900, RHODES COLLEGE                                                         , TN ,381121690,Private-Nonprofit, 518 , 524 ," $2,260,564.00 ", 524 ," $1,131,838.00 "
00352200, TENNESSEE STATE UNIVERSITY                                             , TN ,372091561,Public," 4,329 "," 4,349 "," $17,752,997.00 "," 4,347 "," $8,967,818.00 "
00352300, TENNESSEE TECHNOLOGICAL UNIVERSITY                                     , TN ,385050001,Public," 3,676 "," 3,746 "," $14,938,701.00 "," 3,746 "," $7,935,507.00 "
00352400, TENNESSEE TEMPLE UNIVERSITY                                            , TN ,374043587,Private-Nonprofit, 387 , 387 ," $1,674,741.00 ", 422 ," $849,763.00 "
00352500, TENNESSEE WESLEYAN COLLEGE                                             , TN ,373710040,Private-Nonprofit, 586 , 593 ," $2,525,511.00 ", 597 ," $1,331,384.00 "
